"comparison","null","alt","null_stat","alt_stat","lb","ub","sig"
"dif_seq","mix1","mix2",0.516654202199647,0.0363331628598496,-0.644155124240868,-0.349427865836023,"*"
"dif_seq","mix2","mix3",0.0363331628598496,0.0343997547010364,-0.0700160536328873,0.0878318483075279,""
"dif_one","mix1","mix2",0.516654202199647,0.0363331628598496,-0.644155124240868,-0.349427865836023,"*"
"dif_one","mix1","mix3",0.516654202199647,0.0343997547010364,-0.63939181934966,-0.363715097184933,"*"
