"Name","Classes","LL","n","Parameters","AIC","BIC","saBIC","Entropy","prob_min","prob_max","n_min","n_max","warning","np_ratio","np_local"
"1",4,-1916.25349072508,513,23,3878.50698145017,3976.0333258891,3903.02758206743,0.754865828099863,0.814211637697702,0.915192606341117,0.155945419103314,0.34307992202729,NA,22.304347826087,16
"2",4,111.618202638083,17,35,-153.236405276166,-124.073938234198,-231.412925067519,0.999999410332884,0.999999821716852,1,0.176470588235294,0.352941176470588,TRUE,0.485714285714286,0.375
